ID,Title,Author,ISBN
openlib_989,Beginner's Guide to Python,Ava Mola,N/A
openlib_990,How to Code in Python,Yassine MOUSAIF,N/A
openlib_991,Mastering Python Forensics,Dr. Michael Spreitzenbarth,N/A
openlib_992,Mastering Large Datasets with Python,John Wolohan,N/A
openlib_993,Python : Programming for Advanced,Python Language,N/A
openlib_994,Coffee Break Python,Christian Mayer,N/A
openlib_995,Python Programming,Bill Norton,N/A
openlib_996,Python Primer for ArcGIS,Nathan Jennings,N/A
openlib_997,Python,Carina Nolan,N/A
openlib_998,Learning Python,Oliver Soranson,N/A
openlib_999,Mastering Python,Rick van Hattem,N/A
openlib_1000,Python Essentials 1,OpenEDG Python Institute,N/A
